date,ride_count,lag_1,lag_7,rolling_mean_7,temperature_2m_mean,precipitation_sum,windspeed_10m_max,is_holiday,day_of_week,is_weekend,month,date_key
2021-11-06,19119,16397,20598,16140.714285714286,7.6,0.0,24.0,0,7,1,11,20211106
2021-11-07,19074,19119,18171,16269.714285714286,10.8,0.0,25.5,0,1,1,11,20211107
2021-11-08,17506,19074,14447,16706.714285714286,12.0,0.0,24.7,0,2,0,11,20211108
2021-11-09,16771,17506,14943,16967.85714285714,10.9,0.0,22.1,0,3,0,11,20211109
2021-11-10,17681,16771,14820,17376.571428571428,10.1,0.1,24.9,0,4,0,11,20211110
2021-11-11,12299,17681,15088,16978.14285714286,10.6,11.7,40.0,1,5,0,11,20211111
2021-11-12,10226,12299,16397,16096.57142857143,4.1,0.7,37.0,0,6,0,11,20211112
2021-11-13,10999,10226,19119,14936.57142857143,3.0,0.2,27.3,0,7,1,11,20211113
2021-11-14,7400,10999,19074,13268.857142857143,2.2,3.8,37.2,0,1,1,11,20211114
2021-11-15,9989,7400,17506,12195.0,-0.1,0.8,21.5,0,2,0,11,20211115
2021-11-16,13773,9989,16771,11766.714285714286,5.0,0.0,30.5,0,3,0,11,20211116
2021-11-17,11620,13773,17681,10900.857142857143,12.0,8.6,31.6,0,4,0,11,20211117
2021-11-18,11062,11620,12299,10724.142857142857,1.6,0.0,39.7,0,5,0,11,20211118
2021-11-19,11914,11062,10226,10965.285714285714,0.1,0.0,21.0,0,6,0,11,20211119
2021-11-20,13318,11914,10999,11296.57142857143,4.2,0.0,23.2,0,7,1,11,20211120
2021-11-21,11087,13318,7400,11823.285714285714,4.8,0.3,32.4,0,1,1,11,20211121
2021-11-22,8582,11087,9989,11622.285714285714,-2.0,0.0,24.6,0,2,0,11,20211122
2021-11-23,9536,8582,13773,11017.0,-0.1,0.0,29.5,0,3,0,11,20211123
2021-11-24,9032,9536,11620,10647.285714285714,6.0,0.3,33.0,1,4,0,11,20211124
2021-11-25,4191,9032,11062,9665.714285714286,4.2,3.9,31.9,1,5,0,11,20211125
2021-11-26,4572,4191,11914,8616.857142857143,-3.9,0.0,24.3,0,6,0,11,20211126
2021-11-27,6483,4572,13318,7640.428571428572,0.8,0.7,22.4,0,7,1,11,20211127
2021-11-28,6442,6483,11087,6976.857142857143,-0.4,0.0,31.7,0,1,1,11,20211128
2021-11-29,9331,6442,8582,7083.857142857143,-0.0,0.6,27.1,0,2,0,11,20211129
2021-11-30,12276,9331,9536,7475.285714285715,3.6,0.0,24.3,0,3,0,11,20211130
2021-12-01,12529,12276,9032,7974.857142857143,5.4,0.4,27.8,0,4,0,12,20211201
2021-12-02,15179,12529,4191,9544.57142857143,8.7,0.8,33.8,0,5,0,12,20211202
2021-12-03,13872,15179,4572,10873.142857142857,5.5,0.5,15.5,0,6,0,12,20211203
2021-12-04,12192,13872,6483,11688.714285714286,2.2,0.0,16.4,0,7,1,12,20211204
2021-12-05,4926,12192,6442,11472.142857142857,3.8,5.4,27.5,0,1,1,12,20211205
2021-12-06,7763,4926,9331,11248.142857142857,-1.4,0.0,40.5,0,2,0,12,20211206
2021-12-07,7487,7763,12276,10564.0,-6.8,0.0,23.1,0,3,0,12,20211207
2021-12-08,9350,7487,12529,10109.857142857143,-2.7,0.0,20.4,0,4,0,12,20211208
2021-12-09,10877,9350,15179,9495.285714285714,1.9,0.0,31.4,0,5,0,12,20211209
2021-12-10,8171,10877,13872,8680.857142857143,5.6,19.2,43.2,0,6,0,12,20211210
2021-12-11,8598,8171,12192,8167.428571428572,5.7,3.0,48.3,0,7,1,12,20211211
2021-12-12,9019,8598,4926,8752.142857142857,3.5,0.0,32.0,0,1,1,12,20211212
2021-12-13,9962,9019,7763,9066.285714285714,4.3,0.0,29.0,0,2,0,12,20211213
2021-12-14,11190,9962,7487,9595.285714285714,5.1,4.2,24.1,0,3,0,12,20211214
2021-12-15,12201,11190,9350,10002.57142857143,14.0,0.7,51.4,0,4,0,12,20211215
2021-12-16,9486,12201,10877,9803.857142857143,7.4,1.1,53.5,0,5,0,12,20211216
2021-12-17,9060,9486,8171,9930.857142857143,0.2,0.0,21.5,0,6,0,12,20211217
2021-12-18,6303,9060,8598,9603.0,2.2,7.2,26.6,0,7,1,12,20211218
2021-12-19,6023,6303,9019,9175.0,-0.6,0.0,24.1,0,1,1,12,20211219
2021-12-20,7590,6023,9962,8836.142857142857,0.6,0.0,27.1,0,2,0,12,20211220
2021-12-21,6879,7590,11190,8220.285714285714,0.6,0.0,30.0,0,3,0,12,20211221
2021-12-22,5292,6879,12201,7233.285714285715,-4.0,0.0,30.4,0,4,0,12,20211222
2021-12-23,6096,5292,9486,6749.0,1.8,0.2,25.0,0,5,0,12,20211223
2021-12-24,4806,6096,9060,6141.285714285715,7.2,0.0,31.0,1,6,0,12,20211224
2021-12-25,3063,4806,6303,5678.428571428572,5.5,4.8,23.9,1,7,1,12,20211225
2021-12-26,3865,3063,6023,5370.142857142857,2.1,0.0,32.8,0,1,1,12,20211226
2021-12-27,4903,3865,7590,4986.285714285715,4.5,11.1,36.1,0,2,0,12,20211227
2021-12-28,2830,4903,6879,4407.857142857143,1.0,10.5,33.8,0,3,0,12,20211228
2021-12-29,5370,2830,5292,4419.0,1.3,1.4,18.9,0,4,0,12,20211229
2021-12-30,6129,5370,6096,4423.714285714285,1.8,1.5,16.2,0,5,0,12,20211230
