date,ride_count,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,holiday_name,is_holiday,day_of_week,month,day,week_of_year,is_weekend,season,lag_1,lag_7,rolling_mean_7
2021-06-18,28091,27.0,32.4,20.8,0.3,29.5,None,0,6,6,18,24,0,Summer,26334,29897,28155.285714285714
2021-06-19,36328,24.9,33.4,18.2,0.2,31.4,Juneteenth,1,7,6,19,24,1,Summer,28091,34624,28398.714285714286
2021-06-20,21156,22.6,28.7,17.4,12.5,18.9,None,0,1,6,20,24,1,Summer,36328,34832,26445.0
2021-06-21,21563,19.8,22.6,14.6,2.5,33.0,None,0,2,6,21,25,0,Summer,21156,23382,26185.14285714286
2021-06-22,25528,17.9,22.5,12.6,0.0,25.4,None,0,3,6,22,25,0,Summer,21563,24204,26374.285714285714
2021-06-23,23887,20.1,25.8,16.3,0.7,29.1,None,0,4,6,23,25,0,Summer,25528,25620,26126.714285714286
2021-06-24,15244,22.0,25.4,19.1,2.6,39.4,None,0,5,6,24,25,0,Summer,23887,26334,24542.428571428572
2021-06-25,16815,22.8,26.5,21.1,45.6,31.8,None,0,6,6,25,25,0,Summer,15244,28091,22931.571428571428
2021-06-26,14662,23.8,27.3,22.2,41.8,34.5,None,0,7,6,26,25,1,Summer,16815,36328,19836.428571428572
2021-06-27,28657,24.2,28.0,20.2,1.7,32.4,None,0,1,6,27,25,1,Summer,14662,21156,20908.0
2021-06-28,16326,23.2,26.0,20.1,11.4,15.7,None,0,2,6,28,26,0,Summer,28657,21563,20159.85714285714
2021-06-29,17727,24.2,28.1,22.2,23.1,22.5,None,0,3,6,29,26,0,Summer,16326,25528,19045.428571428572
2021-06-30,18878,23.5,26.5,21.7,12.3,12.9,None,0,4,6,30,26,0,Summer,17727,23887,18329.85714285714
2021-07-01,24750,18.5,21.7,14.8,0.8,31.0,None,0,5,7,1,26,0,Summer,18878,15244,19687.85714285714
2021-07-02,26714,16.9,19.1,14.5,0.0,22.4,None,0,6,7,2,26,0,Summer,24750,16815,21102.0
2021-07-03,33045,22.1,29.7,13.7,0.0,20.3,None,0,7,7,3,26,1,Summer,26714,14662,23728.14285714286
2021-07-04,33307,25.9,31.8,20.2,0.0,19.8,4th of July,1,1,7,4,26,1,Summer,33045,28657,24392.428571428572
2021-07-05,27237,27.2,32.5,21.7,0.0,30.5,None,0,2,7,5,27,0,Summer,33307,16326,25951.14285714286
2021-07-06,23627,27.4,32.4,23.0,2.5,22.5,None,0,3,7,6,27,0,Summer,27237,17727,26794.0
2021-07-07,22992,24.6,29.6,20.9,3.1,20.0,None,0,4,7,7,27,0,Summer,23627,18878,27381.714285714286
2021-07-08,22995,18.0,20.5,16.5,9.0,27.2,None,0,5,7,8,27,0,Summer,22992,24750,27131.0
2021-07-09,29584,18.7,21.9,15.1,0.0,15.8,None,0,6,7,9,27,0,Summer,22995,26714,27541.0
2021-07-10,25046,20.5,22.8,18.2,8.1,21.5,None,0,7,7,10,27,1,Summer,29584,33045,26398.285714285714
2021-07-11,13238,19.0,20.4,18.0,23.2,28.2,None,0,1,7,11,27,1,Summer,25046,33307,23531.285714285714
2021-07-12,20058,20.2,22.6,18.3,19.4,17.7,None,0,2,7,12,28,0,Summer,13238,27237,22505.714285714286
2021-07-13,22885,21.9,25.2,19.6,18.8,16.5,None,0,3,7,13,28,0,Summer,20058,23627,22399.714285714286
2021-07-14,25505,24.5,29.5,19.8,0.2,27.6,None,0,4,7,14,28,0,Summer,22885,22992,22758.714285714286
2021-07-15,20869,23.3,25.7,20.4,12.7,31.2,None,0,5,7,15,28,0,Summer,25505,22995,22455.0
2021-07-16,24010,19.7,20.5,18.3,5.4,23.3,None,0,6,7,16,28,0,Summer,20869,29584,21658.714285714286
2021-07-17,37261,19.5,21.2,18.0,0.2,22.9,None,0,7,7,17,28,1,Summer,24010,25046,23403.714285714286
2021-07-18,32017,21.6,24.4,18.8,0.9,17.9,None,0,1,7,18,28,1,Summer,37261,13238,26086.428571428572
2021-07-19,23872,22.2,25.3,18.1,0.0,16.2,None,0,2,7,19,29,0,Summer,32017,20058,26631.285714285714
2021-07-20,26227,23.1,29.6,18.8,0.0,26.4,None,0,3,7,20,29,0,Summer,23872,22885,27108.714285714286
2021-07-21,25444,19.5,21.4,18.2,0.2,21.4,None,0,4,7,21,29,0,Summer,26227,25505,27100.0
2021-07-22,26101,22.8,27.3,17.5,0.4,16.6,None,0,5,7,22,29,0,Summer,25444,20869,27847.428571428572
2021-07-23,26232,26.0,30.1,22.0,3.2,17.4,None,0,6,7,23,29,0,Summer,26101,24010,28164.85714285714
2021-07-24,31669,27.3,32.5,22.8,2.5,28.2,None,0,7,7,24,29,1,Summer,26232,37261,27366.0
2021-07-25,30928,26.8,31.5,21.7,0.0,16.4,None,0,1,7,25,29,1,Summer,31669,32017,27210.428571428572
2021-07-26,23652,26.7,31.9,20.0,0.0,15.3,None,0,2,7,26,30,0,Summer,30928,23872,27179.0
2021-07-27,25047,26.5,33.2,21.7,0.0,21.4,None,0,3,7,27,30,0,Summer,23652,26227,27010.428571428572
2021-07-28,26151,27.9,32.1,23.5,0.3,19.7,None,0,4,7,28,30,0,Summer,25047,25444,27111.428571428572
2021-07-29,26560,25.7,31.1,20.0,0.0,30.9,None,0,5,7,29,30,0,Summer,26151,26101,27177.0
2021-07-30,29648,19.2,20.2,17.7,0.3,29.5,None,0,6,7,30,30,0,Summer,26560,26232,27665.0
2021-07-31,35739,21.5,27.2,15.3,0.0,16.5,None,0,7,7,31,30,1,Summer,29648,31669,28246.428571428572
2021-08-01,30058,20.7,22.2,18.4,1.1,25.3,None,0,1,8,1,30,1,Summer,35739,30928,28122.14285714286
2021-08-02,23302,20.7,23.8,16.7,0.5,15.5,None,0,2,8,2,31,0,Summer,30058,23652,28072.14285714286
2021-08-03,24773,22.0,25.9,16.0,0.5,12.9,None,0,3,8,3,31,0,Summer,23302,25047,28033.0
2021-08-04,25215,22.9,27.4,17.3,0.0,12.8,None,0,4,8,4,31,0,Summer,24773,26151,27899.285714285714
2021-08-05,26213,24.4,30.1,17.6,0.0,22.3,None,0,5,8,5,31,0,Summer,25215,26560,27849.714285714286
2021-08-06,26876,22.3,25.3,20.3,8.9,28.0,None,0,6,8,6,31,0,Summer,26213,29648,27453.714285714286
2021-08-07,35580,24.4,29.6,19.1,13.3,21.2,None,0,7,8,7,31,1,Summer,26876,35739,27431.0
2021-08-08,27451,26.5,30.7,23.9,2.2,30.6,None,0,1,8,8,31,1,Summer,35580,30058,27058.571428571428
2021-08-09,17085,23.7,27.4,22.0,41.8,30.9,None,0,2,8,9,32,0,Summer,27451,23302,26170.428571428572
2021-08-10,20539,25.8,32.3,21.7,7.1,41.7,None,0,3,8,10,32,0,Summer,17085,24773,25565.571428571428
2021-08-11,21222,25.3,31.0,22.9,12.0,42.4,None,0,4,8,11,32,0,Summer,20539,25215,24995.14285714286
2021-08-12,24047,26.0,31.8,22.1,0.3,30.7,None,0,5,8,12,32,0,Summer,21222,26213,24685.714285714286
2021-08-13,28742,23.2,25.2,20.4,0.6,17.7,None,0,6,8,13,32,0,Summer,24047,26876,24952.285714285714
2021-08-14,37328,22.2,24.5,20.0,0.0,18.5,None,0,7,8,14,32,1,Summer,28742,35580,25202.0
2021-08-15,31379,21.2,24.4,16.8,0.0,16.8,None,0,1,8,15,32,1,Summer,37328,27451,25763.14285714286
2021-08-16,23447,21.4,24.3,17.0,0.0,17.4,None,0,2,8,16,33,0,Summer,31379,17085,26672.0
2021-08-17,24852,22.9,26.0,19.2,0.6,15.9,None,0,3,8,17,33,0,Summer,23447,20539,27288.14285714286
2021-08-18,25211,24.0,26.2,21.7,6.7,14.4,None,0,4,8,18,33,0,Summer,24852,21222,27858.0
2021-08-19,25160,24.7,27.3,22.1,1.8,14.0,None,0,5,8,19,33,0,Summer,25211,24047,28017.0
2021-08-20,28344,25.3,28.4,22.1,0.5,15.9,None,0,6,8,20,33,0,Summer,25160,28742,27960.14285714286
2021-08-21,31412,26.4,30.8,22.4,1.0,21.9,None,0,7,8,21,33,1,Summer,28344,37328,27115.0
2021-08-22,30316,22.5,24.2,20.0,0.1,24.6,None,0,1,8,22,33,1,Summer,31412,31379,26963.14285714286
2021-08-23,23607,24.8,31.8,18.8,1.8,15.2,None,0,2,8,23,34,0,Summer,30316,23447,26986.0
2021-08-24,17496,25.9,32.6,22.4,11.1,23.8,None,0,3,8,24,34,0,Summer,23607,24852,25935.14285714286
2021-08-25,20604,27.0,32.5,22.9,16.4,29.7,None,0,4,8,25,34,0,Summer,17496,25211,25277.0
2021-08-26,26247,25.4,28.4,23.0,4.7,20.1,None,0,5,8,26,34,0,Summer,20604,25160,25432.285714285714
2021-08-27,27724,26.3,31.4,22.3,1.4,19.1,None,0,6,8,27,34,0,Summer,26247,28344,25343.714285714286
2021-08-28,30735,26.9,32.1,23.5,4.3,21.3,None,0,7,8,28,34,1,Summer,27724,31412,25247.0
2021-08-29,23554,26.4,30.5,23.7,2.4,30.8,None,0,1,8,29,34,1,Summer,30735,30316,24281.0
2021-08-30,22570,23.6,26.7,19.3,0.0,15.9,None,0,2,8,30,35,0,Summer,23554,23607,24132.85714285714
2021-08-31,23263,23.1,25.9,18.8,0.0,25.2,None,0,3,8,31,35,0,Summer,22570,17496,24956.714285714286
2021-09-01,25025,21.3,23.0,19.4,0.3,29.3,None,0,4,9,1,35,0,Autumn,23263,20604,25588.285714285714
2021-09-02,24981,20.9,23.9,16.3,0.0,19.2,None,0,5,9,2,35,0,Autumn,25025,26247,25407.428571428572
2021-09-03,24010,21.3,24.9,16.9,1.3,19.1,None,0,6,9,3,35,0,Autumn,24981,27724,24876.85714285714
2021-09-04,27857,21.4,25.0,19.7,4.1,21.2,Labor Day Weekend,1,7,9,4,35,1,Autumn,24010,30735,24465.714285714286
2021-09-05,32858,21.5,27.3,16.0,0.0,23.2,Labor Day Weekend,1,1,9,5,35,1,Autumn,27857,23554,25794.85714285714
2021-09-06,29033,20.7,23.7,16.6,0.0,22.5,Labor Day,1,2,9,6,36,0,Autumn,32858,22570,26718.14285714286
2021-09-07,19407,22.8,30.6,18.5,17.8,43.6,None,0,3,9,7,36,0,Autumn,29033,23263,26167.285714285714
2021-09-08,24442,19.9,24.8,15.4,0.0,27.0,None,0,4,9,8,36,0,Autumn,19407,25025,26084.0
2021-09-09,25208,18.5,21.3,14.6,0.1,15.0,None,0,5,9,9,36,0,Autumn,24442,24981,26116.428571428572
2021-09-10,26983,20.2,25.5,14.8,0.0,19.2,None,0,6,9,10,36,0,Autumn,25208,24010,26541.14285714286
2021-09-11,32806,23.8,30.3,18.5,0.0,27.2,None,0,7,9,11,36,1,Autumn,26983,27857,27248.14285714286
2021-09-12,26935,24.6,31.7,20.2,0.0,25.2,None,0,1,9,12,36,1,Autumn,32806,32858,26402.0
2021-09-13,21851,24.7,31.2,20.6,0.0,19.4,None,0,2,9,13,37,0,Autumn,26935,29033,25376.0
2021-09-14,23357,25.3,30.3,19.8,0.2,33.0,None,0,3,9,14,37,0,Autumn,21851,19407,25940.285714285714
2021-09-15,24853,20.0,23.0,16.4,0.0,18.4,None,0,4,9,15,37,0,Autumn,23357,24442,25999.0
2021-09-16,27164,20.9,26.3,14.5,0.0,17.7,None,0,5,9,16,37,0,Autumn,24853,25208,26278.428571428572
2021-09-17,27005,24.4,31.1,17.5,0.0,28.8,None,0,6,9,17,37,0,Autumn,27164,26983,26281.571428571428
2021-09-18,33011,21.0,22.2,19.7,0.0,26.7,None,0,7,9,18,37,1,Autumn,27005,32806,26310.85714285714
2021-09-19,28802,23.7,28.6,18.3,0.3,19.8,None,0,1,9,19,37,1,Autumn,33011,26935,26577.571428571428
2021-09-20,20055,23.5,26.8,21.4,11.6,30.6,None,0,2,9,20,38,0,Autumn,28802,21851,26321.0
2021-09-21,18303,19.2,22.6,16.9,16.8,31.0,None,0,3,9,21,38,0,Autumn,20055,23357,25599.0
2021-09-22,17179,15.5,16.6,14.7,2.8,47.5,None,0,4,9,22,38,0,Autumn,18303,24853,24502.714285714286
2021-09-23,20728,14.3,17.9,11.8,0.0,30.5,None,0,5,9,23,38,0,Autumn,17179,27164,23583.285714285714
2021-09-24,24947,17.9,23.9,12.0,0.8,35.9,None,0,6,9,24,38,0,Autumn,20728,27005,23289.285714285714
2021-09-25,30473,15.2,20.1,10.3,0.7,24.9,None,0,7,9,25,38,1,Autumn,24947,33011,22926.714285714286
2021-09-26,26707,19.4,26.1,13.4,0.0,31.4,None,0,1,9,26,38,1,Autumn,30473,28802,22627.428571428572
2021-09-27,21688,22.3,29.7,18.5,0.2,29.6,None,0,2,9,27,39,0,Autumn,26707,20055,22860.714285714286
2021-09-28,22755,19.0,20.3,17.7,0.0,20.3,None,0,3,9,28,39,0,Autumn,21688,18303,23496.714285714286
2021-09-29,23645,19.4,24.2,14.0,0.0,16.6,None,0,4,9,29,39,0,Autumn,22755,17179,24420.428571428572
2021-09-30,24079,19.9,24.0,15.2,0.0,16.2,None,0,5,9,30,39,0,Autumn,23645,20728,24899.14285714286
2021-10-01,27170,22.0,28.4,16.3,0.0,18.7,None,0,6,10,1,39,0,Autumn,24079,24947,25216.714285714286
2021-10-02,24616,20.9,23.2,19.2,18.1,23.3,None,0,7,10,2,39,1,Autumn,27170,30473,24380.0
2021-10-03,19724,20.1,23.4,18.2,24.3,17.6,None,0,1,10,3,39,1,Autumn,24616,26707,23382.428571428572
2021-10-04,18688,18.0,19.3,16.0,11.7,26.8,None,0,2,10,4,40,0,Autumn,19724,21688,22953.85714285714
2021-10-05,21168,17.3,18.5,15.9,0.6,22.4,None,0,3,10,5,40,0,Autumn,18688,22755,22727.14285714286
2021-10-06,21918,18.1,19.5,16.7,2.6,21.1,None,0,4,10,6,40,0,Autumn,21168,23645,22480.428571428572
2021-10-07,17278,19.5,22.6,17.9,18.0,18.6,None,0,5,10,7,40,0,Autumn,21918,24079,21508.85714285714
2021-10-08,22166,18.7,22.2,16.3,12.2,15.3,None,0,6,10,8,40,0,Autumn,17278,27170,20794.0
2021-10-09,33202,20.0,24.2,15.5,0.5,22.7,None,0,7,10,9,40,1,Autumn,22166,24616,22020.571428571428
2021-10-10,32031,22.6,25.6,20.7,0.3,29.7,None,0,1,10,10,40,1,Autumn,33202,19724,23778.714285714286
2021-10-11,13970,21.8,23.9,18.1,25.3,30.9,Columbus Day,1,2,10,11,41,0,Autumn,32031,18688,23104.714285714286
2021-10-12,20992,17.7,21.4,14.7,0.7,33.3,None,0,3,10,12,41,0,Autumn,13970,21168,23079.571428571428
2021-10-13,19563,17.4,21.6,13.5,1.3,28.4,None,0,4,10,13,41,0,Autumn,20992,21918,22743.14285714286
2021-10-14,22356,19.0,21.0,14.7,14.7,27.5,None,0,5,10,14,41,0,Autumn,19563,17278,23468.571428571428
2021-10-15,21814,14.3,17.2,12.2,2.1,24.6,None,0,6,10,15,41,0,Autumn,22356,22166,23418.285714285714
2021-10-16,27107,11.0,14.4,7.8,0.0,29.9,None,0,7,10,16,41,1,Autumn,21814,33202,22547.571428571428
2021-10-17,25205,11.6,17.6,7.0,0.0,22.0,None,0,1,10,17,41,1,Autumn,27107,32031,21572.428571428572
2021-10-18,21671,13.1,20.5,6.7,0.0,15.4,None,0,2,10,18,42,0,Autumn,25205,13970,22672.571428571428
2021-10-19,23869,14.8,19.9,11.2,0.0,19.8,None,0,3,10,19,42,0,Autumn,21671,20992,23083.571428571428
2021-10-20,23718,16.2,21.1,11.7,0.4,27.9,None,0,4,10,20,42,0,Autumn,23869,19563,23677.14285714286
2021-10-21,18304,12.4,16.9,9.8,2.8,31.7,None,0,5,10,21,42,0,Autumn,23718,22356,23098.285714285714
2021-10-22,20768,9.7,13.0,6.9,0.0,15.5,None,0,6,10,22,42,0,Autumn,18304,21814,22948.85714285714
2021-10-23,23200,8.9,12.3,6.6,0.0,16.8,None,0,7,10,23,42,1,Autumn,20768,27107,22390.714285714286
2021-10-24,5649,9.3,10.6,6.1,38.5,45.3,None,0,1,10,24,42,1,Autumn,23200,25205,19597.0
2021-10-25,9386,10.5,11.1,9.9,23.1,51.5,None,0,2,10,25,43,0,Autumn,5649,21671,17842.0
2021-10-26,18617,10.1,12.2,7.4,0.0,27.3,None,0,3,10,26,43,0,Autumn,9386,23869,17091.714285714286
2021-10-27,19386,9.3,11.6,5.8,0.0,23.3,None,0,4,10,27,43,0,Autumn,18617,23718,16472.85714285714
2021-10-28,11512,11.4,13.3,9.1,10.3,28.5,None,0,5,10,28,43,0,Autumn,19386,18304,15502.57142857143
2021-10-29,7409,12.5,13.0,12.2,24.0,34.6,None,0,6,10,29,43,0,Autumn,11512,20768,13594.142857142857
2021-10-30,20598,11.7,13.1,9.5,1.4,33.6,None,0,7,10,30,43,1,Autumn,7409,23200,13222.42857142857
2021-10-31,18171,8.8,11.9,5.0,0.0,27.8,None,0,1,10,31,43,1,Autumn,20598,5649,15011.285714285714
2021-11-01,14447,5.3,8.9,2.3,0.0,27.4,None,0,2,11,1,44,0,Autumn,18171,9386,15734.285714285714
2021-11-02,14943,3.7,7.4,0.6,0.0,25.7,None,0,3,11,2,44,0,Autumn,14447,18617,15209.42857142857
2021-11-03,14820,3.0,6.6,-0.7,0.0,14.3,None,0,4,11,3,44,0,Autumn,14943,19386,14557.142857142857
2021-11-04,15088,3.4,7.8,-0.8,0.0,13.2,None,0,5,11,4,44,0,Autumn,14820,11512,15068.0
2021-11-05,16397,4.7,10.1,0.5,0.0,22.4,None,0,6,11,5,44,0,Autumn,15088,7409,16352.0
2021-11-06,19119,7.6,13.4,2.7,0.0,24.0,None,0,7,11,6,44,1,Autumn,16397,20598,16140.714285714286
2021-11-07,19074,10.8,17.0,5.8,0.0,25.5,None,0,1,11,7,44,1,Autumn,19119,18171,16269.714285714286
2021-11-08,17506,12.0,17.2,8.8,0.0,24.7,None,0,2,11,8,45,0,Autumn,19074,14447,16706.714285714286
2021-11-09,16771,10.9,12.6,8.6,0.0,22.1,None,0,3,11,9,45,0,Autumn,17506,14943,16967.85714285714
2021-11-10,17681,10.1,12.7,7.3,0.1,24.9,None,0,4,11,10,45,0,Autumn,16771,14820,17376.571428571428
2021-11-11,12299,10.6,12.7,5.7,11.7,40.0,Veterans Day,1,5,11,11,45,0,Autumn,17681,15088,16978.14285714286
2021-11-12,10226,4.1,6.3,1.6,0.7,37.0,None,0,6,11,12,45,0,Autumn,12299,16397,16096.57142857143
2021-11-13,10999,3.0,5.0,1.3,0.2,27.3,None,0,7,11,13,45,1,Autumn,10226,19119,14936.57142857143
2021-11-14,7400,2.2,3.4,0.1,3.8,37.2,None,0,1,11,14,45,1,Autumn,10999,19074,13268.857142857143
2021-11-15,9989,-0.1,1.9,-2.9,0.8,21.5,None,0,2,11,15,46,0,Autumn,7400,17506,12195.0
2021-11-16,13773,5.0,10.2,0.6,0.0,30.5,None,0,3,11,16,46,0,Autumn,9989,16771,11766.714285714286
2021-11-17,11620,12.0,15.7,6.3,8.6,31.6,None,0,4,11,17,46,0,Autumn,13773,17681,10900.857142857143
2021-11-18,11062,1.6,5.9,-0.3,0.0,39.7,None,0,5,11,18,46,0,Autumn,11620,12299,10724.142857142857
2021-11-19,11914,0.1,3.3,-3.6,0.0,21.0,None,0,6,11,19,46,0,Autumn,11062,10226,10965.285714285714
2021-11-20,13318,4.2,8.8,1.4,0.0,23.2,None,0,7,11,20,46,1,Autumn,11914,10999,11296.57142857143
2021-11-21,11087,4.8,11.5,0.1,0.3,32.4,None,0,1,11,21,46,1,Autumn,13318,7400,11823.285714285714
2021-11-22,8582,-2.0,1.3,-4.9,0.0,24.6,None,0,2,11,22,47,0,Autumn,11087,9989,11622.285714285714
2021-11-23,9536,-0.1,5.3,-5.6,0.0,29.5,None,0,3,11,23,47,0,Autumn,8582,13773,11017.0
2021-11-24,9032,6.0,9.9,1.6,0.3,33.0,Thanksgiving Eve,1,4,11,24,47,0,Autumn,9536,11620,10647.285714285714
2021-11-25,4191,4.2,8.8,-4.2,3.9,31.9,Thanksgiving Day,1,5,11,25,47,0,Autumn,9032,11062,9665.714285714286
2021-11-26,4572,-3.9,-0.6,-7.2,0.0,24.3,None,0,6,11,26,47,0,Autumn,4191,11914,8616.857142857143
2021-11-27,6483,0.8,4.4,-2.0,0.7,22.4,None,0,7,11,27,47,1,Autumn,4572,13318,7640.428571428572
2021-11-28,6442,-0.4,2.5,-2.9,0.0,31.7,None,0,1,11,28,47,1,Autumn,6483,11087,6976.857142857143
2021-11-29,9331,-0.0,3.7,-4.7,0.6,27.1,None,0,2,11,29,48,0,Autumn,6442,8582,7083.857142857143
2021-11-30,12276,3.6,8.8,-0.3,0.0,24.3,None,0,3,11,30,48,0,Autumn,9331,9536,7475.285714285715
2021-12-01,12529,5.4,9.4,1.7,0.4,27.8,None,0,4,12,1,48,0,Winter,12276,9032,7974.857142857143
2021-12-02,15179,8.7,13.2,3.0,0.8,33.8,None,0,5,12,2,48,0,Winter,12529,4191,9544.57142857143
2021-12-03,13872,5.5,8.0,4.0,0.5,15.5,None,0,6,12,3,48,0,Winter,15179,4572,10873.142857142857
2021-12-04,12192,2.2,4.7,-1.1,0.0,16.4,None,0,7,12,4,48,1,Winter,13872,6483,11688.714285714286
2021-12-05,4926,3.8,8.6,1.4,5.4,27.5,None,0,1,12,5,48,1,Winter,12192,6442,11472.142857142857
2021-12-06,7763,-1.4,3.7,-8.3,0.0,40.5,None,0,2,12,6,49,0,Winter,4926,9331,11248.142857142857
2021-12-07,7487,-6.8,-3.6,-9.9,0.0,23.1,None,0,3,12,7,49,0,Winter,7763,12276,10564.0
2021-12-08,9350,-2.7,0.7,-5.8,0.0,20.4,None,0,4,12,8,49,0,Winter,7487,12529,10109.857142857143
2021-12-09,10877,1.9,7.1,-3.1,0.0,31.4,None,0,5,12,9,49,0,Winter,9350,15179,9495.285714285714
2021-12-10,8171,5.6,13.9,0.9,19.2,43.2,None,0,6,12,10,49,0,Winter,10877,13872,8680.857142857143
2021-12-11,8598,5.7,14.4,0.4,3.0,48.3,None,0,7,12,11,49,1,Winter,8171,12192,8167.428571428572
2021-12-12,9019,3.5,8.5,-0.3,0.0,32.0,None,0,1,12,12,49,1,Winter,8598,4926,8752.142857142857
2021-12-13,9962,4.3,9.1,1.1,0.0,29.0,None,0,2,12,13,50,0,Winter,9019,7763,9066.285714285714
2021-12-14,11190,5.1,10.2,-0.4,4.2,24.1,None,0,3,12,14,50,0,Winter,9962,7487,9595.285714285714
2021-12-15,12201,14.0,17.7,9.1,0.7,51.4,None,0,4,12,15,50,0,Winter,11190,9350,10002.57142857143
2021-12-16,9486,7.4,16.8,0.2,1.1,53.5,None,0,5,12,16,50,0,Winter,12201,10877,9803.857142857143
2021-12-17,9060,0.2,3.5,-3.5,0.0,21.5,None,0,6,12,17,50,0,Winter,9486,8171,9930.857142857143
2021-12-18,6303,2.2,4.1,-1.1,7.2,26.6,None,0,7,12,18,50,1,Winter,9060,8598,9603.0
2021-12-19,6023,-0.6,2.2,-2.5,0.0,24.1,None,0,1,12,19,50,1,Winter,6303,9019,9175.0
2021-12-20,7590,0.6,5.0,-1.8,0.0,27.1,None,0,2,12,20,51,0,Winter,6023,9962,8836.142857142857
2021-12-21,6879,0.6,4.9,-1.9,0.0,30.0,None,0,3,12,21,51,0,Winter,7590,11190,8220.285714285714
2021-12-22,5292,-4.0,-0.8,-7.2,0.0,30.4,None,0,4,12,22,51,0,Winter,6879,12201,7233.285714285715
2021-12-23,6096,1.8,7.8,-3.3,0.2,25.0,None,0,5,12,23,51,0,Winter,5292,9486,6749.0
2021-12-24,4806,7.2,13.8,-1.0,0.0,31.0,Christmas Eve,1,6,12,24,51,0,Winter,6096,9060,6141.285714285715
2021-12-25,3063,5.5,11.6,0.5,4.8,23.9,Christmas Day,1,7,12,25,51,1,Winter,4806,6303,5678.428571428572
2021-12-26,3865,2.1,4.7,-0.9,0.0,32.8,None,0,1,12,26,51,1,Winter,3063,6023,5370.142857142857
2021-12-27,4903,4.5,9.9,-0.2,11.1,36.1,None,0,2,12,27,52,0,Winter,3865,7590,4986.285714285715
2021-12-28,2830,1.0,2.7,-1.5,10.5,33.8,None,0,3,12,28,52,0,Winter,4903,6879,4407.857142857143
2021-12-29,5370,1.3,2.3,0.0,1.4,18.9,None,0,4,12,29,52,0,Winter,2830,5292,4419.0
2021-12-30,6129,1.8,2.9,0.5,1.5,16.2,None,0,5,12,30,52,0,Winter,5370,6096,4423.714285714285
